"SCHOOLID" "STUDID" "ST03Q02" "ST03Q03" "ST01Q01" "ST02Q01" "ST04Q01" "ST05Q01" "ST12Q01" "ST16Q01" "ST27Q01" "ST27Q02" "ST27Q03" "ST27Q04" "ST27Q05" "ST27Q06" "ST27Q07" "ST27Q08" "ST27Q09" "ST27Q10" "ST27Q11" "ST27Q12" "ST27Q13" "age" "ICTHOME" "ICTSCH" "ENTUSE" "HOMSCH" "USESCH" "HIGHCONF" "ATTCOMP" "joyread" "wealth" "divread" "onlnread" "schclim" "studrel" "libuse" "HISEI" "ESCS" "W_FSTUWT" "stuwt" "urban" "region" "ST43N01" "ST43N02" "ST43N04" "ST43N05" "ST43N06" "ST47N01" "ST47N02" "ST47N03" "readscore" "mathscore" "sciescore" "natlang" "math"
"31" 1001 34 6 1993 9 1 2 3 1 1 2 2 3 2 2 2 2 1 2 1 3 1 1 15.83 0.1906 0.0914 0.5469 -0.0907 0.1155 -1.3011 0.8605 -0.6909 0.8459 0.3405 0.0646 -0.4352 -0.3082 -0.4562 56 0.0037 14.4139 1.36252312773539 1 1 1 1 1 2 2 3 3 3 561.22 609.838 578.086 6 8
"32" 1001 35 4 1993 9 1 2 2 1 1 4 3 4 4 2 3 1 4 2 4 4 4 2 16 0.6354 -0.7461 0.5469 0.3515 -0.0975 1.6189 0.8605 -1.0365 -0.1771 0.1407 0.5861 -0.4352 -2.8994 -0.8644 30 -0.5381 14.4139 1.36252312773539 1 1 1 1 2 2 2 3 3 3 509.192 607.112 586.944 7 7
"33" 1002 10 9 1993 9 1 1 1 3 NA 3 2 4 2 1 3 4 2 3 3 3 2 2 16.08 -0.4363 -0.7461 -0.7905 -0.4112 -0.3782 -3.5908 -1.4169 0.2959 1.3021 0.3405 -0.4393 -0.821 -0.6255 0.6019 38 0.0338 12.4315 1.17512999690871 1 1 2 1 1 2 2 2 2 1 478.528 468.928 489.406 9 7
"34" 1002 1 8 1993 9 1 1 1 3 1 3 3 4 2 2 4 3 2 3 3 4 1 2 15.58 0.1906 -1.1122 0.1525 0.3515 -0.3782 -1.3011 -0.108 0.9601 -0.7797 0.9681 0.4111 -0.4352 0.1656 0.5279 69 0.5053 12.4315 1.17512999690871 1 1 1 1 2 2 2 2 3 2 595.702 573.618 611.842 9 7
"35" 1002 2 5 1993 9 1 1 3 1 1 3 2 1 2 1 2 2 2 2 2 2 2 3 15.67 0.1906 0.0914 0.1525 -0.0907 -0.0975 -1.1129 -0.108 -0.8022 0.4683 -0.0608 -0.1049 -0.821 -1.0885 -0.2164 56 0.7565 12.4315 1.17512999690871 1 1 1 1 2 2 2 3 3 3 592.046 569.488 576.034 7 8
"36" 1002 3 2 1993 9 1 1 2 2 1 2 2 2 3 2 3 2 3 3 3 2 3 3 15.92 1.4147 0.4655 0.0243 1.0093 0.2879 -0.7351 0.8605 0.417 1.9172 0.75 0.2369 -0.4352 0.1656 0.675 38 -0.1318 12.4315 1.17512999690871 1 1 1 1 2 2 2 2 2 2 510.542 487.466 508.522 8 6
"37" 1002 4 11 1993 9 1 1 2 2 1 3 1 3 2 1 2 3 1 1 2 3 1 2 16.17 -0.1488 -2.7908 0.1525 -0.9077 -0.3782 -0.0459 0.8605 0.8127 -0.1771 0.9681 0.2369 1.0878 -0.3082 0.3711 30 -0.2418 12.4315 1.17512999690871 1 1 1 1 2 1 2 3 3 2 606.904 581.564 603.824 8 8
"38" 1002 5 3 1993 9 1 1 1 1 3 1 4 2 2 2 3 1 1 3 1 4 2 3 15.42 -0.4363 0.4655 0.2807 -0.9077 -0.3782 -1.4978 -0.108 0.2959 0.1345 0.1407 0.4111 -0.4352 -0.3082 0.1892 30 -0.6167 12.4315 1.17512999690871 1 1 1 1 2 2 2 2 2 3 621.84 625.648 644.572 9 10
"39" 1002 6 6 1993 9 1 1 3 1 1 3 3 3 3 2 3 3 2 4 3 4 1 2 16.08 -0.1488 0.0914 -0.6449 -0.9077 -0.0975 -0.7351 -0.108 0.8127 -0.4797 0.9681 -0.4393 1.0878 0.6661 0.675 34 -1.2377 12.4315 1.17512999690871 1 1 1 1 1 2 2 2 2 2 641.142 585.07 603.73 8 9
"40" 1002 7 5 1993 9 1 1 3 2 1 3 4 2 2 1 3 2 2 4 3 4 4 2 15.83 -0.1488 0.0914 -0.3689 -0.0907 0.4339 -0.5313 -0.108 0.5421 0.1345 0.1407 -0.2726 0.5091 -0.3082 0.8194 70 1.2507 12.4315 1.17512999690871 1 1 1 1 1 2 2 2 2 2 578.066 561.154 574.544 8 9
"41" 1002 8 2 1993 9 1 1 3 1 1 2 1 2 2 2 2 3 4 3 2 2 1 2 15.92 1.4147 1.4984 0.2807 -0.0907 -0.0975 -0.307 0.8605 -0.4746 1.3021 0.3405 -0.1049 0.5091 -0.6255 -0.2164 49 0.1726 12.4315 1.17512999690871 1 1 1 1 2 2 2 3 2 2 525.24 539.576 539.482 8 6
"42" 1002 9 3 1993 9 1 1 3 1 1 3 3 3 2 1 4 2 2 4 2 4 2 2 16.17 0.6354 0.0914 -0.105 0.3515 -0.3782 -0.0459 -0.108 1.289 -0.1771 0.1407 -0.1049 0.5091 0.1656 -0.4562 56 0.374 12.4315 1.17512999690871 1 1 1 1 1 2 2 1 1 1 618.74 612.8 606.246 10 10
"43" 1002 11 10 1993 9 1 1 1 4 1 2 2 2 2 1 2 2 2 2 4 2 4 1 15.5 0.6354 0.4655 -0.3689 -0.0907 -0.3782 -0.307 -0.108 1.118 0.1345 0.5436 -0.4393 0.5091 0.1656 0.3711 51 -0.0539 12.4315 1.17512999690871 1 1 1 1 2 2 2 3 3 3 492.19 504.448 491.364 8 8
"44" 1002 12 6 1993 9 1 1 3 1 1 4 4 3 3 2 2 3 4 3 2 3 3 2 15.83 0.1906 0.0914 0.8456 1.5659 0.1155 -0.0459 -0.108 -0.5824 0.4683 0.1407 1.1426 0.0185 -0.8731 0.8194 38 -0.1438 12.4315 1.17512999690871 1 1 1 2 2 2 2 3 3 3 447.148 475.316 436.162 7 6
"45" 1002 13 7 1993 9 1 1 3 1 1 2 2 3 2 1 3 2 2 3 2 3 2 2 15.75 -0.4363 0.0914 -0.2364 -0.0907 -0.3782 -1.4978 -2.4405 0.0665 -0.7797 0.75 -0.1049 0.5091 -1.0885 0.0805 52 0.4722 12.4315 1.17512999690871 1 1 1 1 2 2 2 2 2 2 596.654 567.93 595.894 9 8
"46" 1002 14 12 1993 9 1 1 3 1 1 2 2 2 1 1 3 2 1 2 2 4 1 3 15.33 -0.9244 0.8015 -0.3689 -0.0907 0.1155 -0.9268 -0.108 0.6743 -0.7797 0.9681 -0.2726 0.5091 0.1656 0.4513 30 -0.6167 12.4315 1.17512999690871 1 1 1 1 1 2 2 3 3 2 594.11 576.11 571.558 4 5
"47" 1002 15 9 1993 9 1 1 2 1 1 1 1 2 1 2 3 3 2 3 2 4 2 2 15.58 -0.4363 0.0914 0.5469 -0.0907 -0.3782 -1.3011 0.8605 0.6743 -0.4797 0.3405 0.4111 -0.4352 0.1656 0.3711 69 0.665 12.4315 1.17512999690871 1 1 1 1 1 2 2 3 3 2 611.272 594.338 590.864 8 7
"48" 1002 16 10 1993 9 1 1 2 1 1 2 3 2 3 1 2 2 1 2 3 3 2 2 15.5 -0.6915 0.8015 0.1525 0.5289 -0.0975 -1.4978 -0.7516 1.289 -1.359 0.5436 -0.2726 1.0878 0.1656 1.1332 43 -0.164 12.4315 1.17512999690871 1 1 1 1 1 2 2 2 1 1 579.02 571.746 600.652 8 7
"49" 1002 17 11 1993 9 1 1 3 4 1 2 2 3 1 2 2 3 2 2 2 3 1 2 15.42 -0.6915 0.8015 0.6903 -1.9204 -0.3782 -1.9641 -0.108 -0.4746 -1.359 -0.2655 0.9482 0.5091 -0.8731 -0.8644 71 0.2683 12.4315 1.17512999690871 1 1 1 1 2 2 2 3 3 3 643.922 613.422 639.818 9 8
"50" 1002 18 8 1993 9 1 1 3 1 1 4 1 4 3 3 4 3 2 4 2 4 3 3 15.67 1.4147 0.8015 0.0243 0.8509 0.4339 -0.7351 -0.108 0.9601 0.4683 0.9681 0.2369 2.0085 0.6661 1.3213 30 0.1973 12.4315 1.17512999690871 1 1 1 1 2 1 2 3 2 1 594.192 564.112 562.42 9 8
"51" 1002 19 6 1993 9 1 2 2 1 4 2 4 2 4 1 4 2 2 3 3 4 2 3 15.83 -0.9244 0.0914 0.1525 -0.0907 0.1155 -0.9268 -0.108 0.5421 -1.359 0.75 -0.4393 1.0878 0.6661 -0.2164 53 0.045 14.2779 1.34966726323154 1 1 1 1 2 2 2 2 1 1 618.858 701.908 693.53 9 10
"52" 1002 20 5 1993 9 1 2 3 2 NA 2 3 4 2 2 2 3 3 2 3 2 3 3 15.92 -0.6915 0.4655 0.1525 0.3515 -0.0975 -0.9268 -1.4169 0.2959 -0.4797 0.3405 1.3591 NA 0.1656 0.2846 38 -0.5378 14.2779 1.34966726323154 1 1 1 1 2 2 2 2 3 3 549.518 511.77 536.962 8 5
"53" 1002 22 9 1993 9 1 2 2 1 1 2 2 2 3 2 2 2 3 2 2 3 2 2 15.58 0.6354 0.8015 0.8456 0.1513 0.1155 -0.5313 0.8605 NA 0.1345 -0.0608 -0.1049 -0.4352 -0.6255 0.2846 53 0.1236 14.2779 1.34966726323154 1 1 1 1 2 2 2 3 2 2 506.788 558.972 523.35 5 6
"54" 1002 23 10 1993 9 1 2 3 1 1 4 4 4 4 4 4 4 4 4 4 4 4 4 15.5 1.4147 1.7993 2.9934 3.0436 4.0975 1.6189 0.8605 3.495 3.0536 4.6457 3.5057 2.0085 2.4468 3.9901 38 1.7084 14.2779 1.34966726323154 1 1 1 1 1 1 1 1 1 1 454.6 453.506 460.594 10 10
"55" 1002 24 12 1993 9 1 2 3 2 NA 2 2 2 1 1 2 2 2 2 2 2 3 2 15.33 0.1906 0.0914 1.5083 0.1513 0.1501 -0.0459 0.8605 0.417 -1.359 0.9681 3.5057 -0.4352 0.1656 0.1892 24 -1.5225 14.2779 1.34966726323154 1 1 1 1 2 2 2 4 4 4 515.926 565.674 519.9 7 7
"56" 1002 25 11 1993 9 1 2 2 1 1 3 3 2 2 2 1 1 1 2 1 3 1 1 15.42 -0.6915 0.0914 0.4122 -0.9077 -1.6448 0.7331 0.8605 -1.1624 0.1345 -0.477 0.2369 -0.821 -0.6255 -1.8467 70 0.7768 14.2779 1.34966726323154 1 1 1 2 1 2 2 3 3 3 457.404 535.372 519.992 5 6
"57" 1002 26 4 1993 8 1 2 3 2 1 3 2 3 2 1 2 1 3 2 3 3 2 2 16 -0.1488 0.8015 0.5469 -0.4112 -0.0975 0.7331 0.8605 -0.5824 0.1345 0.1407 -0.2726 -0.4352 -0.6255 -0.0497 49 -0.4404 14.6107 1.38112631989978 1 1 1 1 2 2 2 3 2 3 476.084 482.17 490.898 6 6
"58" 1002 27 6 1993 9 1 2 3 1 4 2 1 1 3 1 2 1 1 2 3 3 2 1 15.83 -0.1488 1.1741 -0.105 -0.0907 -0.0975 0.2774 0.8605 -0.3675 -0.7797 0.3405 -0.2726 0.5091 0.1656 -0.0497 66 0.8749 14.2779 1.34966726323154 1 1 1 1 1 2 2 4 3 3 669.606 703.544 656.974 8 10
"59" 1002 28 6 1993 9 1 2 2 2 1 3 3 3 2 1 3 2 1 2 1 2 1 2 15.83 0.1906 0.0914 -0.2364 -0.0907 -0.7921 -0.5313 0.8605 -1.4461 -0.7797 -0.9298 -1.344 -0.4352 -0.6255 -0.0497 43 -0.241 14.2779 1.34966726323154 1 1 1 1 1 2 2 3 2 3 340.2 381.298 340.674 6 6
"60" 1002 29 6 1993 9 1 2 2 4 1 3 4 3 3 2 4 3 3 3 4 3 3 3 15.83 -1.3531 0.2327 -0.6449 0.5289 0.327 -0.7351 0.8605 0.5421 -1.359 0.9681 -0.7747 0.0185 0.1129 0.4513 23 -2.1539 14.2779 1.34966726323154 1 1 1 1 2 2 2 2 2 2 504.224 578.136 584.52 7 8
"61" 1002 30 4 1993 9 1 2 3 1 1 2 2 3 3 3 3 3 2 3 1 3 2 2 16 -0.4363 -1.1122 0.1525 0.3515 1.2527 -0.5313 -0.7516 -0.1533 -0.1771 0.1407 0.0646 NA -0.6255 -0.4562 38 -0.6782 14.2779 1.34966726323154 1 1 1 1 2 2 2 2 2 1 529.554 569.102 580.138 8 8
"62" 1002 31 12 1993 9 1 2 2 1 1 2 4 2 3 1 3 2 3 3 3 3 2 2 15.33 0.1906 0.8015 0.4122 0.1513 -0.3782 -0.307 -0.7516 0.1798 -1.0752 0.75 0.0646 0.5091 1.7754 1.2232 69 0.584 14.2779 1.34966726323154 1 1 1 1 1 2 2 2 2 2 528.914 516.678 531.182 8 8
"63" 1002 32 6 1993 9 1 2 3 1 1 4 2 2 2 2 3 2 1 2 1 4 1 2 15.83 0.1906 0.0914 0.2807 -0.4112 0.5626 -0.0459 0.8605 -1.2973 0.8459 0.3405 0.7648 0.5091 -1.0885 -0.8644 69 1.5476 14.2779 1.34966726323154 1 1 1 1 2 2 2 3 2 2 546.39 632.894 589.462 7 10
"64" 1002 33 10 1993 8 1 2 3 4 1 2 2 3 2 2 1 4 2 2 2 2 2 2 15.5 -1.5823 1.7993 -1.7975 -1.9204 -0.0975 -0.0459 0.8605 -0.0441 -0.7797 0.1407 -1.1377 NA 0.6661 0.3889 54 -0.4478 14.6107 1.38112631989978 1 1 1 2 1 2 2 2 2 3 427.984 450.624 425.532 8 8
"65" 1002 34 11 1993 9 1 2 3 1 1 3 3 3 2 NA 3 3 2 3 NA 3 2 3 15.42 0.6354 0.0914 -0.105 -1.9204 -0.3782 -0.307 -0.7516 -0.6853 0.8459 0.75 0.0646 -0.4352 -1.0885 0.4513 70 1.5764 14.2779 1.34966726323154 1 1 1 1 2 2 2 4 2 2 493.642 527.038 489.592 6 7
"66" 1002 35 3 1993 9 1 2 2 1 4 3 3 2 3 2 2 2 3 2 3 3 3 2 16.08 1.4147 -1.1122 0.2807 0.6925 0.1155 1.6189 -2.4405 -0.5824 0.1345 0.3405 0.5861 1.0878 -0.3082 0.7472 44 0.3038 14.2779 1.34966726323154 1 1 1 1 2 2 2 3 2 2 457.966 509.43 516.914 7 7
"67" 1003 1 1 1994 8 1 1 3 1 3 3 2 3 4 1 4 2 2 2 4 2 3 1 15.25 1.4147 0.4655 0.2807 -0.9077 0.2879 -0.307 -0.7516 0.6743 -0.4797 0.75 -0.2726 -0.821 -0.3082 -0.2164 87 1.4791 12.5535 1.18666246359598 1 1 1 1 2 2 2 1 3 2 554.074 527.036 546.476 8 6
"68" 1003 2 5 1993 9 1 1 3 1 1 3 4 3 2 2 3 3 2 4 2 3 2 3 15.92 -0.6915 -0.7461 -0.105 -0.9077 -0.0975 -1.1129 -0.7516 0.1798 0.8459 -0.9298 -0.2726 -0.4352 -1.0885 -0.4562 50 0.5839 13.0069 1.22952164716984 1 1 1 1 2 2 2 2 2 2 522.378 469.474 494.908 6 6
"69" 1003 3 11 1993 9 1 1 3 1 1 3 3 4 1 2 2 2 1 2 1 3 1 2 15.42 0.6354 0.8015 0.1525 -0.9077 -0.7921 -0.5313 0.8605 0.2959 1.3021 1.4775 0.5861 0.0185 0.1656 -0.2164 69 1.8674 13.0069 1.22952164716984 1 1 1 1 2 1 2 2 2 2 584.022 553.522 583.678 9 9
"70" 1003 4 6 1993 9 1 1 3 1 NA 2 2 3 3 1 2 1 3 3 2 3 3 1 15.83 -0.6915 0.8015 0.2807 1.3554 1.343 -1.1129 0.8605 -0.4746 -0.4797 0.9681 -0.1049 -0.4352 -0.8731 -1.8467 30 -0.457 13.0069 1.22952164716984 1 1 1 1 2 2 2 3 2 2 414.34 371.872 420.402 6 6
